country,description,designation,points,price,province,region,variety,winery
US,"This is a modestly priced Napa Cabernet that's feral and brambly, the flavors well-composed and soft in black plum and black cherry. It's well balanced and structured, with ample tannins and length on the finish.",,91,32.0,California,Napa Valley,CABERNET SAUVIGNON,Renteria
France,"This rich, concentrated wine is velvet smooth, with tannins enveloped by ripe berry and plum fruits. Wood aging has added to the the rounded character. Despite its approachability, it will age well, so the wine is best drunk from 2018.",,91,28.0,Bordeaux,Blaye Côtes de Bordeaux,BORDEAUX-STYLE RED BLEND,Château Haut Bertinerie
US,"Searingly crisp and yet generous and intense, this Chardonnay from one of grower Ulises Valdez's prime properties is muscular and expansive, rich in apple and honey and a seasoning of mouth-tingling spice. It exemplifies California exuberance. Let it breathe for a while, or age 2020–2025.",Ulises Valdez Diablo Vineyard,91,64.0,California,Russian River Valley,chardonnay,Ram's Gate
US,"High-toned acidity rules the day here, the wine a tempting mélange of fresh grapefruit, lemon and apple, the texture smooth and succulent. The flavors are long lasting and complex.",Dutton Ranch,91,40.0,California,Russian River Valley,Chardonnay ,Red Mare
US,"This dry, subtle and elegant Riesling is an exception to the rule of semisweet and obviously fruity California versions. It smells like crisp apples and white peaches, tastes quietly rich but with spicy, earthy accents, and has a pleasantly thick texture.",Chileno Valley,91,30.0,California,Marin County, RIESLING,Dutton-Goldfield
US,"Sourced from the excellent Lawrence Vineyard, this checks out as dry on the official Riesling scale, posted on the back label. It's yeasty and rich in the mouth, with lightly honeyed fruit flavors of lemon curd, candied orange peel, key lime and guava.",Imperium,91,17.0,Washington,Columbia Valley (WA),RIESLING,Elevation Cellars
US,"This proprietary blend starts with a very gamy though thoroughly enjoyable nose of charred meat, coffee, berry and compost. On the palate, there is espresso, dried herbs and black cherry, proving to be a complex and savory yet very easy-to-like wine.",The Big Easy,91,35.0,California,Santa Barbara County,Red blend ,Fess Parker
France,"With its firm structure and strongly steely tendencies, this wine will repay aging. Orange citrus is woven into the texture of the wine, showing acidity and a taut, tangy aftertaste. It will need time to come together, so drink from 2018.",Anne de K Schlossberg Grand Cru,91,27.0,Alsace,Alsace,RIESLING,Cave de Kientzheim-Kaysersberg
Canada,"A vibrantly aromatic wine, with notes of petrol, marmalade, citrus and flowers. It's rich and honeyed, with a lightly smoky, lingering finish.",Indian Summer Select Late Harvest VQA,91,30.0,Ontario,Niagara Peninsula, riesling,Cave Spring
US,"From vines grown in decomposed quartz and limestone at 2,300 feet on the eastern side of the Salinas Valley, this presents nose-tickling aromas of squeezed lemon, flint and roasted apple. It's juicy and well-oaked on the palate, with vanilla, lemon and pear qualities set against a tropical fruit canvas that centers on guava.",Coastview Vineyard,91,44.0,California,Monterey County, Chardonnay,Big Basin
US,"Made in a drier, tarter style than the winery's Russian River bottling, this Chard favors elegance over opulence. It's streamlined and crisp, with subtle notes of green apples, kumquats and honey, gently touched by smoky oak.",,90,30.0,California,Arroyo Seco,Chardonnay,La Crema
US,"Note the remarkably low alcohol! Not surprisingly, this is a searingly tart wine, the acidity further emphasized by stainless steel fermentation and aging. Nonetheless, flavors are rich and deep, a lemon and grapefruit explosion that seems to demand raw oysters. Definitely a wine for acid lovers.",Les Sols Arenacés,90,50.0,Oregon,Chehalem Mountains,chardonnay,Lachini
US,"This is an oaky Chardonnay, but the oak has been nicely integrated. The buttered toast notes complement the tropical fruit, peach and lemon-lime contributions of the grapes. Excellent acidity completes the balance.",,90,22.0,California,Sonoma Coast,Chardonnay,Les Voleurs
France,"A fruity, fragrant wine, it has a light structure, soft tannins and generous, juicy red berry fruits. The balanced touch of wood aging smoothes out some of the sharp corners. Drink this attractive wine from 2016.",Vieilles Vignes,90,64.0,Burgundy,Volnay,pinot noir,Roche de Bellene
US,"The blend is Syrah, Merlot and Malbec. The wine is full-bodied, dry and tannic, and not showing well now, despite a wealth of blackberry jam, cassis liqueur, grilled meat and black pepper flavors. It's fancy in oak and feels lush, but those tannins are stubborn. Age until at least 2022.",Richard Donner Vineyards Proprietary,90,42.0,California,Sonoma Mountain,red  blend,Rocky Hill
US,"Spicy clove flavors enwrap rounded tannin and integrated oak in this structured, bold and full-bodied wine. A reserve-tier bottling, it shows deep red fruit, from cassis to currant, and a predominance of both the savory and tart.",Reserve,92,140.0,California,Sonoma-Napa, CABERNET SAUVIGNON,Pride Mountain
US,"Aromas of crushed violets, dried herb, smoked meat and plum lead to focused, pure marionberry flavors. The concentration and texture are impressive, as is the balance.",Estate Vineyards Les Collines Vineyard,92,41.0,Washington,Walla Walla Valley (WA),syrah,Amavi
US,"Pinot Noir specialist Bryan Babcock explores this aromatic white grape, delivering a lush and creamy expression. Poached pear and orange blossom notes combine with a nutty quality on the nose, while the wine's creamy consistency meets buoyant acidity on the palate. Lush apple, pear and cashews flavors complete the picture.",Simpatico,92,40.0,California,Sta. Rita Hills,Sauvignon blanc ,Babcock
US,"From a vineyard planted above the town of Sonoma and named for its address, this small-production wine offers blueberry pie, chocolate and smoky oak aromas. Big and burly on the palate with sizable tannins, it integrates black cherry and burnt orange into the mix, finishing balanced and elegant.",1861 Vineyard,92,90.0,California,Sonoma Valley,pinot  noir,Blue Farm
US,"Smoky and oaky with a punch of dark chocolate, this full-bodied, brambly red bursts with clove, cinnamon and blackberry flavors. It develops further layers as it opens and is built for either cellaring or immediate enjoyment.",Ehrlich Vineyard,92,118.0,California,Oakville,CABERNET  SAUVIGNON,B Cellars
US,"This refreshingly balanced, light-on-its-feet wine doesn't hold back in terms of black fruit and subtle richness. The dark currant and cherry highlights are accented with dark chocolate, clove and white pepper notes, the oak quiet and supportive of the overall structure.",Terra 9,92,65.0,California,St. Helena,cabernet  sauvignon,Taplin Cellars
US,"Fennel, oak, apple and pear notes blend together in this full-bodied wine with robust structure and richness. Crème brûlée flavors join ginger and nutmeg elements, as the acidity refreshes and rewards.",Ophira,92,45.0,California,Bennett Valley,CHARDONNAY ,Frostwatch
US,"This supple, seductive and sublime white is tart with acidity and bolstered by supportive oak. Pear, quince and an underlying hint of apple blossom combine in a lovely and focused expression on the palate that feels at once classic and balanced.",Kent the Younger,92,38.0,California,Russian River Valley,CHARDONNAY,Joseph Swan Vineyards
US,"From the producer's own Kivelstadt Vineyard, this compelling 100% varietal wine is sanguine and meaty. Black olive and black pepper flavors add to the larger savory landscape, bolstered by generous body, tannin and oak. It takes its time unraveling in the glass.",The Inheritance,92,45.0,California,Sonoma Valley, Syrah,Kivelstadt Cellars
US,"Another of the producer's mountain reds, this features rough-hewn tannin that grips the palate with tenacity and power, yielding to show juicy acidity and fully realized cedar, dusty cranberry and cassis flavors.",Neal,92,120.0,California,Howell Mountain,CABERNET SAUVIGNON ,Sbragia
US,"One of four monopole Central Coast bottlings from the Los Gatos winery, this bottling offers rich red cherry, vanilla, rose petal and watermelon scents on the nose. The palate is dry and structured, showing tart Montmorency cherry and hints of licorice and eucalyptus.",Fogstone Vineyard,92,65.0,California,Santa Lucia Highlands,PINOT  NOIR,Testarossa
US,"This cool site, set on sedimentary and volcanic soils, brings a blend of five clones into focus. Dark and juicy, muscular and complex, it weaves together plum and cherry fruit, a whiff of truffle, and finishes with a touch of coffee from the barrel aging.",Coast Range Estate,92,49.0,Oregon,Willamette Valley,PINOT  NOIR,Trisaetum
US,"With dusty gravel at its mineral core, this Cabernet Sauvignon layers rich red currant, cassis and clove flavors, suggesting French toast drizzled with compote. It has a juicy midpalate and a lingering finish that reverberates toasted, spicy oak.",,92,62.0,California,Alexander Valley,cabernet sauvignon ,Aperture
US,"A blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot, this bears flavors of cherry, plum, grilled herb and pastry spice that are sustained by the chalky tannins and tender acids.",Meritage,87,16.0,Virginia,Monticello,bordeaux-style  red  blend,Trump
US,"Enjoyable in a non-fruity style, this full-bodied wine has oaky, smoky, cigar-box aromas and flavors that hover over modest plum notes. A broad texture helps the flavors linger on the palate.",,87,29.0,California,Anderson Valley, pinot noir,Pangloss Cellars
Spain,"This is an edgy wine with a mix of berry and cassis aromas along with harsh leather. It's mouthfilling and potent on the palate, where flavors of spiced berry and herbal-infused plum finish scratchy and with all the muscle one could ask for. Cariñena, Garnacha and Syrah is the blend.",Crianza,87,18.0,Catalonia,Priorat,red  blend,Prior Art
US,"Toasted pastry-crust and macadamia nut notes frame core aromas of white orchard fruits. The palate tastes concentrated and feels round, and snappy acids invigorate the finish.",,87,20.0,Virginia,Monticello,chardonnay,Stinson
Australia,"Smoky and herbal upfront, this is a light-bodied wine with silky-soft tannins. The flavors are on the savory side, ranging from hickory smoke and hung game to dried mint and thyme. Worth trying with roasted or braised lamb.",Applejack Vineyard,87,42.0,Victoria,Yarra Valley, pinot noir,Giant Steps
US,"There is juicy blackberry at the core of this Cab, 2% Petit Verdot blended in for concentration and color. Dusty, the accompanying flavor players include clove and herb.",Barrel Reserve,87,42.0,California,Sonoma County, CABERNET SAUVIGNON,Estate 1856
France,"Warm and ripe, it's roundly textured, full of yellow fruits and rich acidity. It has developed well, giving a palate feel that is soft and fruity. Enjoy now.",Les Chante Alouettes,87,28.0,Loire Valley,Pouilly-Fumé, sauvignon blanc,Jean-Max Roger
US,"Creamy, balanced and tropical, it's a bang-up deal for the quality. Deeply layered in fig and vanilla, it offers sweet aromas of honeysuckle on the nose. Stock up for parties or all your midweek meals.",,87,13.0,California,Sonoma County,SAUVIGNON BLANC ,Josh Cellars
